    0.000000   -5.000000    0.000000
    0.004000   -4.803922    0.002150
    0.008000   -4.607843    0.000538
    0.012000   -4.411765    0.004710
    0.016000   -4.215686    0.006970
    0.020000   -4.019608    0.010315
    0.024000   -3.823529    0.015264
    0.028000   -3.627451    0.022583
    0.032000   -3.431373    0.033403
    0.036000   -3.235294    0.049393
    0.040000   -3.039216    0.073002
    0.044000   -2.843137    0.107818
    0.048000   -2.647059    0.159072
    0.052000   -2.450980    0.234328
    0.056000   -2.254902    0.344401
    0.060000   -2.058824    0.504486
    0.064000   -1.862745    0.735367
    0.068000   -1.666667    1.064279
    0.072000   -1.470588    1.524469
    0.076000   -1.274510    2.151591
    0.080000   -1.078431    2.974071
    0.000000   -0.882353    3.994462
    0.000000   -0.686275    5.162244
    0.000000   -0.490196    6.348368
    0.000000   -0.294118    7.345997
    0.000000   -0.098039    7.923597
    0.000000    0.098039    7.923597
    0.000000    0.294118    7.345997
    0.000000    0.490196    6.348368
    0.000000    0.686275    5.162244
    0.000000    0.882353    3.994462
    0.000000    1.078431    2.974071
    0.000000    1.274510    2.151591
    0.000000    1.470588    1.524469
    0.000000    1.666667    1.064279
    0.000000    1.862745    0.735367
    0.000000    2.058824    0.504486
    0.000000    2.254902    0.344401
    0.000000    2.450980    0.234328
    0.000000    2.647059    0.159072
    0.000000    2.843137    0.107818
    0.000000    3.039216    0.073002
    0.000000    3.235294    0.049393
    0.000000    3.431373    0.033403
    0.000000    3.627451    0.022583
    0.000000    3.823529    0.015264
    0.000000    4.019608    0.010315
    0.000000    4.215686    0.006970
    0.000000    4.411765    0.004710
    0.000000    4.607843    0.003182
    0.000000    4.803922    0.000538
    0.000000    5.000000    0.000000
    0.000000   -5.000000    0.000000
    0.004000   -4.803922    0.002024
    0.008000   -4.607843    0.000506
    0.012000   -4.411765    0.004433
    0.016000   -4.215686    0.006561
    0.020000   -4.019608    0.009709
    0.024000   -3.823529    0.014366
    0.028000   -3.627451    0.021253
    0.032000   -3.431373    0.031434
    0.036000   -3.235294    0.046475
    0.040000   -3.039216    0.068677
    0.044000   -2.843137    0.101403
    0.048000   -2.647059    0.149544
    0.052000   -2.450980    0.220143
    0.056000   -2.254902    0.323201
    0.060000   -2.058824    0.472589
    0.064000   -1.862745    0.686844
    0.068000   -1.666667    0.989250
    0.072000   -1.470588    1.406095
    0.076000   -1.274510    1.961795
    0.080000   -1.078431    2.671095
    0.000000   -0.882353    3.533257
    0.000000   -0.686275    4.535633
    0.000000   -0.490196    5.656779
    0.000000   -0.294118    6.826648
    0.000000   -0.098039    7.839989
    0.000000    0.098039    8.360929
    0.000000    0.294118    8.133265
    0.000000    0.490196    7.201562
    0.000000    0.686275    5.873310
    0.000000    0.882353    4.494710
    0.000000    1.078431    3.288556
    0.000000    1.274510    2.335666
    0.000000    1.470588    1.627979
    0.000000    1.666667    1.121577
    0.000000    1.862745    0.767176
    0.000000    2.058824    0.522434
    0.000000    2.254902    0.354779
    0.000000    2.450980    0.240500
    0.000000    2.647059    0.162845
    0.000000    2.843137    0.110182
    0.000000    3.039216    0.074513
    0.000000    3.235294    0.050374
    0.000000    3.431373    0.034048
    0.000000    3.627451    0.023010
    0.000000    3.823529    0.015548
    0.000000    4.019608    0.010506
    0.000000    4.215686    0.007954
